,identifierHash,type,country,language,socialNbFollowers,socialNbFollows,socialProductsLiked,productsListed,productsSold,productsPassRate,productsWished,productsBought,gender,civilityGenderId,civilityTitle,hasAnyApp,hasAndroidApp,hasIosApp,hasProfilePicture,daysSinceLastLogin,seniority,seniorityAsMonths,seniorityAsYears,countryCode,user_type,OS,ratioBuySell
54396,-425804307732470124,user,Etats-Unis,en,6,8,43,0,0,0.0,0,0,F,2,mrs,True,False,True,True,378,2859,95.3,7.94,us,prospective_user,iOS,
54402,-2012524668904051311,user,Royaume-Uni,en,3,9,2,1,0,0.0,0,0,F,3,miss,True,False,True,False,34,2859,95.3,7.94,gb,prospective_user,iOS,
54417,8830139129378072267,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,679,2859,95.3,7.94,de,prospective_user,iOS,
54418,-38210126583986977,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,False,False,False,True,123,2859,95.3,7.94,us,prospective_user,Browser,
54427,9097219021092208764,user,Etats-Unis,en,3,8,7,0,0,0.0,4,0,F,2,mrs,False,False,False,True,278,2859,95.3,7.94,us,prospective_user,Browser,
54431,-8158137271820876613,user,Espagne,es,3,8,12,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,es,prospective_user,Browser,
54433,4757315917452969931,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
54439,6524499455875470409,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,366,2859,95.3,7.94,us,prospective_user,iOS,
54448,6610007881876716550,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,618,2859,95.3,7.94,us,prospective_user,Browser,
54450,3407431001039369407,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,True,True,False,True,698,2859,95.3,7.94,us,prospective_user,Android,
54458,7733368753109052440,user,Espagne,es,7,16,21,0,0,0.0,2,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,es,prospective_user,Browser,
54461,6041767246163375569,user,Belgique,fr,4,11,12,0,0,0.0,5,0,M,1,mr,True,False,True,True,13,2859,95.3,7.94,be,prospective_user,iOS,
54469,-5590230733511917296,user,Australie,en,8,15,1345,0,0,0.0,149,0,F,2,mrs,False,False,False,False,11,2859,95.3,7.94,au,prospective_user,Browser,
54477,8720926870344374868,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,2859,95.3,7.94,es,prospective_user,iOS,
54478,8357613804342958545,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,30,2859,95.3,7.94,us,prospective_user,Browser,
54496,-3575432202576547376,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,336,2859,95.3,7.94,us,prospective_user,iOS,
54511,6196201443589787045,user,France,fr,3,8,2,0,0,0.0,5,0,F,2,mrs,False,False,False,True,663,2859,95.3,7.94,fr,prospective_user,Browser,
54526,-8114676033104788860,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
54531,-6525847817369619583,user,Hong Kong,en,4,10,64,0,0,0.0,4,0,F,2,mrs,True,False,True,False,106,2859,95.3,7.94,hk,prospective_user,iOS,
54534,-8231726520183142405,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,282,2859,95.3,7.94,gb,prospective_user,Browser,
54543,7607033926331010773,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,196,2859,95.3,7.94,us,prospective_user,iOS,
54545,-985798007948618000,user,Bahreïn,en,10,15,0,0,0,0.0,6,0,F,2,mrs,True,False,True,True,62,2859,95.3,7.94,bh,prospective_user,iOS,
54546,5022845087600176344,user,Australie,en,6,10,11,1,0,0.0,4,0,F,2,mrs,True,False,True,True,41,2859,95.3,7.94,au,prospective_user,iOS,
54562,2690648035183735654,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,484,2859,95.3,7.94,us,prospective_user,iOS,
54563,4893145067521181559,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
54579,4186314398674291754,user,Etats-Unis,en,3,8,9,0,0,0.0,0,0,F,2,mrs,True,False,True,True,183,2859,95.3,7.94,us,prospective_user,iOS,
54584,617104404775678815,user,Etats-Unis,es,3,8,1,0,0,0.0,1,0,F,2,mrs,True,True,False,True,560,2859,95.3,7.94,us,prospective_user,Android,
54585,5837102824169356425,user,Etats-Unis,en,3,8,2,0,0,0.0,1,0,F,2,mrs,True,True,False,True,687,2859,95.3,7.94,us,prospective_user,Android,
54588,-6708082385090494105,user,Etats-Unis,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,True,False,True,375,2859,95.3,7.94,us,prospective_user,Android,
54603,-8221606580559888252,user,Etats-Unis,en,3,10,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,697,2859,95.3,7.94,us,prospective_user,iOS,
54605,2494846322472838573,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,688,2859,95.3,7.94,us,prospective_user,Browser,
54619,-2169929894854881598,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
54621,4230798628490619703,user,Brésil,en,3,9,79,0,0,0.0,66,0,F,2,mrs,False,False,False,True,21,2859,95.3,7.94,br,prospective_user,Browser,
54625,6476447823988627242,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
54639,-5545672803133191551,user,Etats-Unis,en,3,8,28,0,0,0.0,0,0,F,2,mrs,False,False,False,True,128,2859,95.3,7.94,us,prospective_user,Browser,
54652,5176454701618770399,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
54675,-3017762737643215471,user,Etats-Unis,en,3,8,16,0,0,0.0,0,0,F,2,mrs,True,False,True,True,461,2859,95.3,7.94,us,prospective_user,iOS,
54687,-9046348044534303508,user,France,fr,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,617,2859,95.3,7.94,fr,prospective_user,iOS,
54688,-6697749476389905312,user,Etats-Unis,en,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,433,2859,95.3,7.94,us,prospective_user,Browser,
54689,-1719460280728412239,user,Royaume-Uni,en,3,8,0,1,0,0.0,0,0,F,3,miss,False,False,False,True,324,2859,95.3,7.94,gb,prospective_user,Browser,
54695,6354881892971587684,user,Allemagne,de,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,de,prospective_user,Browser,
54705,1692927902169216008,user,Etats-Unis,en,3,8,0,1,0,0.0,0,0,F,2,mrs,False,False,False,True,93,2859,95.3,7.94,us,prospective_user,Browser,
54714,5968943276609066036,user,Belgique,fr,3,13,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,649,2859,95.3,7.94,be,prospective_user,Browser,
54725,4045746554953873377,user,Canada,en,3,8,16,0,0,0.0,11,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,ca,prospective_user,Browser,
54730,-5298018693456367778,user,Australie,en,3,8,0,0,0,0.0,8,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,au,prospective_user,Browser,
54743,-6548119075439855517,user,Australie,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,36,2859,95.3,7.94,au,prospective_user,iOS,
54752,6013424131721736611,user,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,677,2859,95.3,7.94,it,prospective_user,iOS,
54754,7678246390947537000,user,Etats-Unis,en,3,9,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,102,2859,95.3,7.94,us,prospective_user,Browser,
54759,980590231937243314,user,Etats-Unis,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,686,2859,95.3,7.94,us,prospective_user,Browser,
54761,1941453352512951659,user,Royaume-Uni,en,3,10,0,0,0,0.0,5,0,M,1,mr,False,False,False,True,77,2859,95.3,7.94,gb,prospective_user,Browser,
54774,271146822823899669,user,Espagne,es,3,8,3,0,0,0.0,3,0,F,2,mrs,False,False,False,True,262,2859,95.3,7.94,es,prospective_user,Browser,
54775,-4281890120119913993,user,Italie,it,3,8,3,0,0,0.0,16,0,F,2,mrs,False,False,False,True,24,2859,95.3,7.94,it,prospective_user,Browser,
54781,8463462948216671003,user,Australie,en,4,9,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,637,2859,95.3,7.94,au,prospective_user,iOS,
54782,-7624884380237462946,user,France,fr,3,8,0,0,0,0.0,4,0,M,1,mr,True,False,True,True,690,2859,95.3,7.94,fr,prospective_user,iOS,
54789,8604034014078297659,user,Etats-Unis,en,4,8,74,0,0,0.0,0,0,F,2,mrs,False,False,False,True,243,2859,95.3,7.94,us,prospective_user,Browser,
54795,-2129993762609462332,user,Chine,en,3,9,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,cn,prospective_user,Browser,
54800,-3135214875388946690,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,272,2859,95.3,7.94,fr,prospective_user,iOS,
54801,-702296995893047210,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,de,prospective_user,Browser,
54820,-6166584592021141031,user,Etats-Unis,fr,3,9,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,52,2859,95.3,7.94,us,prospective_user,iOS,
54823,892657708628625772,user,Chine,en,3,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,True,696,2859,95.3,7.94,cn,prospective_user,iOS,
54825,6308272550482700699,user,Allemagne,de,3,8,41,0,0,0.0,0,0,F,2,mrs,True,False,True,True,341,2859,95.3,7.94,de,prospective_user,iOS,
54831,-5149576157084995455,user,Roumanie,en,3,8,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,22,2859,95.3,7.94,ro,prospective_user,iOS,
54844,-5112824540645570569,user,Etats-Unis,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,364,2859,95.3,7.94,us,prospective_user,Browser,
54848,2106211258857562874,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,428,2859,95.3,7.94,fr,prospective_user,iOS,
54853,7698233541266904515,user,Australie,en,3,8,22,0,0,0.0,9,0,F,2,mrs,False,False,False,True,582,2859,95.3,7.94,au,prospective_user,Browser,
54864,3750463617318450241,user,France,fr,3,9,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
54885,-1130801448324882197,user,Royaume-Uni,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,120,2859,95.3,7.94,gb,prospective_user,Browser,
54890,-3948157042416399622,user,Finlande,en,3,8,2,0,0,0.0,1,0,F,2,mrs,True,False,True,True,692,2859,95.3,7.94,fi,prospective_user,iOS,
54898,-352555547908360466,user,Italie,it,3,9,0,0,0,0.0,2,0,F,2,mrs,True,True,False,True,654,2859,95.3,7.94,it,prospective_user,Android,
54899,2809135663681709502,user,France,fr,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
54904,7804722352004590481,user,Taiwan,en,3,8,4,0,0,0.0,0,0,M,1,mr,False,False,False,True,280,2859,95.3,7.94,tw,prospective_user,Browser,
54921,-4533796951854388995,user,Royaume-Uni,en,3,8,1,0,0,0.0,1,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,gb,prospective_user,Browser,
54924,3716148104288755595,user,Australie,en,3,8,4,0,0,0.0,2,0,F,2,mrs,True,False,True,True,11,2859,95.3,7.94,au,prospective_user,iOS,
54929,-9015558985052067463,user,Belize,en,3,8,0,0,0,0.0,7,0,M,1,mr,True,False,True,True,373,2859,95.3,7.94,bz,prospective_user,iOS,
54935,6756781678860342228,user,Etats-Unis,en,3,8,2,0,0,0.0,1,0,F,2,mrs,True,False,True,True,34,2859,95.3,7.94,us,prospective_user,iOS,
54944,-8674218210171223195,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,it,prospective_user,Browser,
54948,-103076162190027125,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,gb,prospective_user,Browser,
54949,-5532999595202440366,user,France,fr,3,8,6,0,0,0.0,0,0,M,1,mr,True,False,True,True,607,2859,95.3,7.94,fr,prospective_user,iOS,
54959,2712122707499182407,user,Etats-Unis,en,17,8,0,4,0,0.0,0,0,F,2,mrs,False,False,False,False,482,2859,95.3,7.94,us,prospective_user,Browser,
54960,-7359713736317060189,user,Etats-Unis,en,3,8,0,0,0,0.0,8,0,F,2,mrs,False,False,False,True,117,2859,95.3,7.94,us,prospective_user,Browser,
54972,6579878595214258615,user,Finlande,en,17,11,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,694,2859,95.3,7.94,fi,prospective_user,Browser,
54974,-6962048868026469686,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,gb,prospective_user,Browser,
54975,-6962278677022407555,user,France,fr,3,8,41,0,0,0.0,22,0,F,2,mrs,True,False,True,True,22,2859,95.3,7.94,fr,prospective_user,iOS,
54982,3134584238131352049,user,Royaume-Uni,en,4,10,2,0,0,0.0,0,0,F,2,mrs,True,False,True,False,630,2859,95.3,7.94,gb,prospective_user,iOS,
54984,3364072365221593603,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,561,2859,95.3,7.94,de,prospective_user,Browser,
54985,3031054756203796427,user,Etats-Unis,en,3,8,4,0,0,0.0,8,0,F,2,mrs,False,False,False,True,535,2859,95.3,7.94,us,prospective_user,Browser,
54992,-3117356607410050962,user,Pays-Bas,en,3,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,True,638,2859,95.3,7.94,nl,prospective_user,iOS,
54995,3671014564399049676,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
54996,-6385220239685187863,user,Italie,it,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,217,2859,95.3,7.94,it,prospective_user,iOS,
55009,-115977669521054129,user,Australie,en,3,8,2,0,0,0.0,0,0,M,1,mr,True,False,True,True,478,2859,95.3,7.94,au,prospective_user,iOS,
55012,-348949310496761972,user,Royaume-Uni,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,379,2859,95.3,7.94,gb,prospective_user,Browser,
55014,3787097845250011465,user,Royaume-Uni,en,3,9,0,0,0,0.0,0,0,F,2,mrs,True,False,True,True,52,2859,95.3,7.94,gb,prospective_user,iOS,
55019,3947268239021469297,user,Allemagne,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,65,2859,95.3,7.94,de,prospective_user,iOS,
55023,-5595242627476596129,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,625,2859,95.3,7.94,us,prospective_user,Browser,
55024,8738272963667132609,user,Hong Kong,en,4,10,1,0,0,0.0,12,0,F,2,mrs,False,False,False,True,20,2859,95.3,7.94,hk,prospective_user,Browser,
55037,-3984721345538138033,user,Italie,it,3,9,1,0,0,0.0,0,0,M,1,mr,True,False,True,True,24,2859,95.3,7.94,it,prospective_user,iOS,
55038,-2023821762787155204,user,Royaume-Uni,en,3,8,2,0,0,0.0,2,0,F,2,mrs,False,False,False,True,686,2859,95.3,7.94,gb,prospective_user,Browser,
55046,6297483825995511153,user,France,fr,10,9,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,383,2859,95.3,7.94,fr,prospective_user,Android,
55051,1802744755367287655,user,Etats-Unis,en,3,8,3,0,0,0.0,0,0,M,1,mr,True,False,True,True,98,2859,95.3,7.94,us,prospective_user,iOS,
55059,4309196396178031094,user,France,fr,6,10,53,1,0,0.0,51,0,M,1,mr,True,False,True,False,17,2859,95.3,7.94,fr,prospective_user,iOS,
55067,-4307519777590853614,user,Pays-Bas,en,4,8,3,0,0,0.0,2,0,F,2,mrs,True,False,True,True,247,2859,95.3,7.94,nl,prospective_user,iOS,
55075,4925643346139635665,user,Danemark,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,2859,95.3,7.94,dk,prospective_user,iOS,
55079,-7886801794042035762,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,692,2859,95.3,7.94,fr,prospective_user,iOS,
55081,-8494805627157680475,user,Suisse,en,8,17,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,ch,prospective_user,Browser,
55089,2626788128008933895,user,Etats-Unis,en,3,9,0,0,0,0.0,0,0,F,2,mrs,True,True,False,True,565,2859,95.3,7.94,us,prospective_user,Android,
55093,-9093449270183677380,user,France,fr,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,612,2859,95.3,7.94,fr,prospective_user,Browser,
55101,-4364534104532008941,user,Danemark,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,448,2859,95.3,7.94,dk,prospective_user,iOS,
55103,-518244268156018624,user,Bahreïn,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,bh,prospective_user,Browser,
55113,-3267914043305861314,user,Hongrie,en,3,8,5,0,0,0.0,0,0,F,2,mrs,False,False,False,True,158,2859,95.3,7.94,hu,prospective_user,Browser,
55125,-142377442967080650,user,Chine,en,3,8,2,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,2859,95.3,7.94,cn,prospective_user,iOS,
55130,-8200260531151616365,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,694,2859,95.3,7.94,fr,prospective_user,iOS,
55134,-8921747413329499467,user,France,fr,3,8,7,0,0,0.0,0,0,F,2,mrs,False,False,False,True,132,2859,95.3,7.94,fr,prospective_user,Browser,
55137,-572281759167719070,user,Canada,en,3,8,11,0,0,0.0,7,0,F,2,mrs,True,False,True,True,599,2859,95.3,7.94,ca,prospective_user,iOS,
55148,-7769313071451420648,user,Italie,it,3,8,9,0,0,0.0,0,0,F,2,mrs,False,False,False,True,361,2859,95.3,7.94,it,prospective_user,Browser,
55153,-9136938474847140634,user,France,fr,4,8,1,1,0,0.0,0,0,M,1,mr,False,False,False,True,90,2859,95.3,7.94,fr,prospective_user,Browser,
55159,-7718393185638874338,user,Malaisie,en,4,8,9,0,0,0.0,15,0,F,2,mrs,True,False,True,True,187,2859,95.3,7.94,my,prospective_user,iOS,
55163,4095461815360771105,user,Royaume-Uni,en,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,gb,prospective_user,Browser,
55164,-6729427144540025214,user,Italie,it,8,9,9,0,0,0.0,32,0,F,2,mrs,True,False,True,True,63,2859,95.3,7.94,it,prospective_user,iOS,
55170,9151334890856066385,user,France,fr,3,9,2,0,0,0.0,1,0,M,1,mr,True,False,True,True,674,2859,95.3,7.94,fr,prospective_user,iOS,
55178,-1294833324722693426,user,Danemark,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,2859,95.3,7.94,dk,prospective_user,iOS,
55182,6443196770092706151,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,45,2859,95.3,7.94,fr,prospective_user,Browser,
55183,1884234795198054740,user,Allemagne,de,3,8,0,0,0,0.0,1,0,M,1,mr,True,False,True,True,586,2859,95.3,7.94,de,prospective_user,iOS,
55206,-8703576619257606150,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
55210,-3634169784286264232,user,Italie,fr,7,11,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,698,2859,95.3,7.94,it,prospective_user,Browser,
55226,-1890577959138593008,user,France,fr,3,8,2,0,0,0.0,1,0,M,1,mr,True,False,True,True,26,2859,95.3,7.94,fr,prospective_user,iOS,
55229,733439672706479336,user,Danemark,en,3,8,3,0,0,0.0,0,0,F,2,mrs,False,False,False,True,440,2859,95.3,7.94,dk,prospective_user,Browser,
55256,8083110467650042620,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
55260,3396515546906695054,user,Royaume-Uni,en,3,8,2,0,0,0.0,0,0,M,1,mr,True,False,True,True,423,2859,95.3,7.94,gb,prospective_user,iOS,
55266,-2432229168235785100,user,France,en,3,8,0,0,0,0.0,2,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
55272,19188333595123180,user,Corée du Sud,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,697,2859,95.3,7.94,kr,prospective_user,Android,
55280,-860451289025132491,user,Luxembourg,it,4,8,28,0,0,0.0,8,0,F,2,mrs,False,False,False,False,15,2859,95.3,7.94,lu,prospective_user,Browser,
55282,-3550758356415861329,user,Argentine,es,4,8,5,0,0,0.0,0,0,F,2,mrs,True,False,True,False,428,2859,95.3,7.94,ar,prospective_user,iOS,
55284,-9141469825942491875,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,698,2859,95.3,7.94,fr,prospective_user,iOS,
55288,7834702057374533760,user,Italie,it,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,631,2859,95.3,7.94,it,prospective_user,Browser,
55302,-6419638197046752181,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,True,False,True,True,290,2859,95.3,7.94,gb,prospective_user,iOS,
55310,3942319646158826799,user,France,fr,4,8,0,1,0,0.0,0,0,F,2,mrs,True,False,True,True,632,2859,95.3,7.94,fr,prospective_user,iOS,
55313,-3855349990216995076,user,Biélorussie,en,3,9,0,0,0,0.0,0,0,M,1,mr,False,False,False,True,637,2859,95.3,7.94,by,prospective_user,Browser,
55316,8574173798417691781,user,Allemagne,de,3,8,6,0,0,0.0,0,0,M,1,mr,True,False,True,True,186,2859,95.3,7.94,de,prospective_user,iOS,
55317,645464057494212612,user,Italie,it,3,8,1,0,0,0.0,1,0,F,2,mrs,True,False,True,True,631,2859,95.3,7.94,it,prospective_user,iOS,
55322,4438860426586221473,user,France,fr,3,8,13,0,0,0.0,1,0,F,2,mrs,False,False,False,True,16,2859,95.3,7.94,fr,prospective_user,Browser,
55327,-8345337966753261966,user,France,fr,5,8,0,2,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
55331,7190321675675649267,user,France,fr,3,8,1,0,0,0.0,2,0,F,2,mrs,True,False,True,True,403,2859,95.3,7.94,fr,prospective_user,iOS,
55339,4688575536497886168,user,France,fr,5,8,1,0,0,0.0,2,0,F,2,mrs,False,False,False,True,681,2859,95.3,7.94,fr,prospective_user,Browser,
55346,4563627413439552212,user,Etats-Unis,en,4,10,71,0,0,0.0,1,0,F,2,mrs,True,False,True,True,19,2859,95.3,7.94,us,prospective_user,iOS,
55349,1171675750187028059,user,Australie,en,3,9,14,0,0,0.0,0,0,M,1,mr,True,False,True,True,30,2859,95.3,7.94,au,prospective_user,iOS,
55351,12891030466667597,user,Allemagne,de,3,8,6,0,0,0.0,0,0,M,1,mr,True,False,True,True,129,2859,95.3,7.94,de,prospective_user,iOS,
55368,-841928655505710913,user,Belgique,en,8,8,23,0,0,0.0,0,0,F,2,mrs,True,False,True,False,309,2859,95.3,7.94,be,prospective_user,iOS,
55370,2242781537237360610,user,Espagne,en,3,8,34,0,0,0.0,0,0,F,2,mrs,True,False,True,True,696,2859,95.3,7.94,es,prospective_user,iOS,
55374,7366891891108487483,user,Royaume-Uni,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,443,2859,95.3,7.94,gb,prospective_user,Browser,
55379,-1197687131322864797,user,Roumanie,en,3,8,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,178,2859,95.3,7.94,ro,prospective_user,iOS,
55380,7108544441038382638,user,Italie,it,4,10,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,82,2859,95.3,7.94,it,prospective_user,Browser,
55384,730359899120638658,user,France,fr,3,9,0,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
55387,7524138138544125865,user,France,fr,3,8,6,0,0,0.0,0,0,M,1,mr,True,True,False,True,662,2859,95.3,7.94,fr,prospective_user,Android,
55402,-2800527643191326514,user,Espagne,es,3,8,1,0,0,0.0,0,0,F,2,mrs,True,True,False,True,687,2859,95.3,7.94,es,prospective_user,Android,
55408,4309445982930475812,user,Etats-Unis,en,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,us,prospective_user,Browser,
55420,5033989402022001641,user,Hong Kong,en,3,8,9,0,0,0.0,0,0,F,2,mrs,True,True,False,True,583,2859,95.3,7.94,hk,prospective_user,Android,
55423,-1839901483093469114,user,Etats-Unis,en,3,8,0,0,0,0.0,3,0,M,1,mr,False,False,False,True,567,2859,95.3,7.94,us,prospective_user,Browser,
55424,-8476822902427397208,user,Allemagne,de,3,8,0,0,0,0.0,1,0,F,2,mrs,True,False,True,True,681,2859,95.3,7.94,de,prospective_user,iOS,
55429,5649794133660869756,user,Allemagne,de,3,8,2,0,0,0.0,0,0,F,2,mrs,False,False,False,True,630,2859,95.3,7.94,de,prospective_user,Browser,
55430,-43900473459462965,user,Royaume-Uni,en,3,8,16,0,0,0.0,4,0,F,2,mrs,False,False,False,True,14,2859,95.3,7.94,gb,prospective_user,Browser,
55435,8222576671958728339,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,698,2859,95.3,7.94,fr,prospective_user,Browser,
55441,-6549755336999501675,user,Royaume-Uni,en,7,9,8,0,0,0.0,0,0,F,2,mrs,True,False,True,True,485,2859,95.3,7.94,gb,prospective_user,iOS,
55462,5743691296468673886,user,France,fr,3,8,1,0,0,0.0,0,0,F,2,mrs,False,False,False,True,247,2859,95.3,7.94,fr,prospective_user,Browser,
55466,5012119038784529261,user,Espagne,es,3,8,1,0,0,0.0,0,0,M,1,mr,False,False,False,True,698,2859,95.3,7.94,es,prospective_user,Browser,
55474,-3957901097519607359,user,Italie,it,3,8,0,0,0,0.0,1,0,F,2,mrs,False,False,False,True,16,2859,95.3,7.94,it,prospective_user,Browser,
55476,6815334286936386537,user,France,fr,4,8,4,0,0,0.0,0,0,F,2,mrs,True,False,True,False,698,2859,95.3,7.94,fr,prospective_user,iOS,
55489,2498509121556367693,user,Pays-Bas,en,3,8,3,0,0,0.0,0,0,F,2,mrs,True,False,True,True,689,2859,95.3,7.94,nl,prospective_user,iOS,
55502,-7166436714579205657,user,Italie,it,3,8,0,1,0,0.0,0,0,F,2,mrs,False,False,False,True,659,2859,95.3,7.94,it,prospective_user,Browser,
55504,5457798318323205657,user,Italie,it,3,9,0,0,0,0.0,0,0,M,1,mr,True,False,True,True,604,2859,95.3,7.94,it,prospective_user,iOS,
